,w,k,covg,min_cluster_size,max_cluster_distance,num_cluster_tp,num_cluster_fp,num_gene_tp,num_gene_fp,num_non_unique_entries
563,10,15,60,15,80,1801,87,4889,38,0
564,10,15,60,15,160,1820,84,4885,30,0
565,10,15,60,15,250,1824,87,4884,31,0
566,10,15,60,15,320,1824,89,4883,34,0
567,10,15,100,5,20,2669,109,5049,93,0
568,10,15,100,5,30,2916,148,5106,88,0
569,10,15,100,5,40,2999,163,5098,84,0
570,10,15,100,5,80,3038,175,5064,78,0
571,10,15,100,5,160,3042,173,5052,70,0
572,10,15,100,5,250,3043,174,5047,77,0
573,10,15,100,5,320,3039,175,5049,80,0
574,10,15,100,10,20,1600,61,4778,59,0
575,10,15,100,10,30,2085,99,4934,59,0
576,10,15,100,10,40,2238,116,4977,55,0
577,10,15,100,10,80,2349,134,4979,56,0
578,10,15,100,10,160,2358,130,4967,51,0
579,10,15,100,10,250,2365,126,4971,51,0
580,10,15,100,10,320,2366,124,4971,53,0
581,10,15,100,15,20,789,27,4320,37,0
582,10,15,100,15,30,1479,56,4790,41,0
583,10,15,100,15,40,1699,76,4868,44,0
584,10,15,100,15,80,1846,83,4899,42,0
585,10,15,100,15,160,1857,97,4890,33,0
586,10,15,100,15,250,1864,90,4891,33,0
587,10,15,100,15,320,1862,94,4890,36,0
588,10,19,15,5,20,3094,259,5362,173,0
589,10,19,15,5,30,3222,262,5379,159,0
590,10,19,15,5,40,3299,300,5369,161,0
591,10,19,15,5,80,3273,293,5319,143,0
592,10,19,15,5,160,3218,288,5259,143,0
593,10,19,15,5,250,3216,294,5244,145,0
594,10,19,15,5,320,3216,291,5243,145,0
595,10,19,15,10,20,1898,128,4986,95,0
596,10,19,15,10,30,2170,164,5078,107,0
597,10,19,15,10,40,2316,153,5093,92,0
598,10,19,15,10,80,2426,176,5097,90,0
599,10,19,15,10,160,2431,173,5048,78,0
600,10,19,15,10,250,2442,182,5050,84,0
601,10,19,15,10,320,2441,182,5049,87,0
602,10,19,15,15,20,1079,65,4563,68,0
603,10,19,15,15,30,1453,92,4814,70,0
604,10,19,15,15,40,1641,91,4884,75,0
605,10,19,15,15,80,1844,114,4944,70,0
606,10,19,15,15,160,1858,115,4919,64,0
607,10,19,15,15,250,1868,119,4917,65,0
608,10,19,15,15,320,1870,118,4918,69,0
609,10,19,30,5,20,1833,58,4864,35,0
610,10,19,30,5,30,2113,68,4947,39,0
611,10,19,30,5,40,2286,79,4967,44,0
612,10,19,30,5,80,2472,102,4953,46,0
613,10,19,30,5,160,2498,121,4941,47,0
614,10,19,30,5,250,2494,117,4943,43,0
615,10,19,30,5,320,2491,122,4942,44,0
616,10,19,30,10,20,699,25,4203,31,0
617,10,19,30,10,30,1233,33,4663,32,0
618,10,19,30,10,40,1543,50,4776,34,0
619,10,19,30,10,80,1845,71,4864,43,0
620,10,19,30,10,160,1889,82,4867,32,0
621,10,19,30,10,250,1891,88,4867,33,0
622,10,19,30,10,320,1892,86,4864,36,0
623,10,19,30,15,20,234,13,2814,29,0
624,10,19,30,15,30,625,15,4201,25,0
625,10,19,30,15,40,929,18,4512,29,0
626,10,19,30,15,80,1325,36,4710,34,0
627,10,19,30,15,160,1354,46,4725,31,0
628,10,19,30,15,250,1348,50,4723,32,0
629,10,19,30,15,320,1354,53,4721,34,0
630,10,19,60,5,20,2198,76,4994,51,0
631,10,19,60,5,30,2431,101,5017,57,0
632,10,19,60,5,40,2561,114,5031,50,0
633,10,19,60,5,80,2702,134,4997,57,0
634,10,19,60,5,160,2702,146,4993,52,0
635,10,19,60,5,250,2705,151,4991,52,0
636,10,19,60,5,320,2708,141,4993,48,0
637,10,19,60,10,20,950,27,4494,31,0
638,10,19,60,10,30,1500,42,4785,34,0
639,10,19,60,10,40,1749,59,4854,33,0
640,10,19,60,10,80,1998,87,4903,37,0
641,10,19,60,10,160,2036,99,4895,30,0
642,10,19,60,10,250,2050,97,4896,25,0
643,10,19,60,10,320,2044,103,4896,34,0
644,10,19,60,15,20,325,15,3383,25,0
645,10,19,60,15,30,816,20,4443,24,0
646,10,19,60,15,40,1135,29,4668,26,0
647,10,19,60,15,80,1468,42,4775,24,0
648,10,19,60,15,160,1500,66,4776,26,0
649,10,19,60,15,250,1501,69,4774,23,0
650,10,19,60,15,320,1500,61,4775,22,0
651,10,19,100,5,20,2279,77,5004,67,0
652,10,19,100,5,30,2501,110,5040,66,0
653,10,19,100,5,40,2638,120,5037,60,0
654,10,19,100,5,80,2752,145,5015,61,0
655,10,19,100,5,160,2771,154,5000,52,0
656,10,19,100,5,250,2771,155,5002,50,0
657,10,19,100,5,320,2771,156,5000,48,0
658,10,19,100,10,20,1042,28,4567,39,0
659,10,19,100,10,30,1591,45,4819,39,0
660,10,19,100,10,40,1816,66,4878,38,0
661,10,19,100,10,80,2050,93,4916,40,0
662,10,19,100,10,160,2084,99,4899,28,0
663,10,19,100,10,250,2090,101,4901,29,0
664,10,19,100,10,320,2092,104,4900,33,0
665,10,19,100,15,20,374,15,3529,28,0
666,10,19,100,15,30,879,22,4499,25,0
667,10,19,100,15,40,1188,30,4688,31,0
668,10,19,100,15,80,1509,54,4784,27,0
669,10,19,100,15,160,1538,63,4783,25,0
670,10,19,100,15,250,1537,67,4782,26,0
671,10,19,100,15,320,1540,69,4784,26,0
672,10,23,15,5,20,2849,211,5303,121,0
673,10,23,15,5,30,2937,230,5311,127,0
674,10,23,15,5,40,3001,233,5293,125,0
675,10,23,15,5,80,3053,241,5268,112,0
676,10,23,15,5,160,3042,229,5217,115,0
677,10,23,15,5,250,3027,235,5186,111,0
678,10,23,15,5,320,3029,235,5186,112,0
679,10,23,15,10,20,1703,110,4913,77,0
680,10,23,15,10,30,1886,107,4965,72,0
681,10,23,15,10,40,2043,112,5007,75,0
682,10,23,15,10,80,2232,153,5037,72,0
683,10,23,15,10,160,2251,156,5013,67,0
684,10,23,15,10,250,2255,159,4999,61,0
685,10,23,15,10,320,2248,159,4998,60,0
686,10,23,15,15,20,911,47,4426,61,0
687,10,23,15,15,30,1166,62,4610,55,0
688,10,23,15,15,40,1378,69,4765,57,0
689,10,23,15,15,80,1600,90,4855,55,0
690,10,23,15,15,160,1647,100,4847,51,0
691,10,23,15,15,250,1645,99,4833,48,0
692,10,23,15,15,320,1651,103,4832,46,0
693,10,23,30,5,20,1536,55,4823,42,0
694,10,23,30,5,30,1740,54,4871,40,0
695,10,23,30,5,40,1923,57,4888,37,0
696,10,23,30,5,80,2175,71,4901,37,0
697,10,23,30,5,160,2225,79,4890,36,0
698,10,23,30,5,250,2231,84,4887,35,0
699,10,23,30,5,320,2229,85,4879,32,0
700,10,23,30,10,20,506,13,3892,26,0
701,10,23,30,10,30,793,16,4312,27,0
702,10,23,30,10,40,1086,24,4571,29,0
703,10,23,30,10,80,1497,41,4771,29,0
704,10,23,30,10,160,1580,47,4780,28,0
705,10,23,30,10,250,1577,52,4774,26,0
706,10,23,30,10,320,1574,49,4774,25,0
707,10,23,30,15,20,156,10,2209,21,0
708,10,23,30,15,30,317,10,3280,23,0
709,10,23,30,15,40,581,13,4045,26,0
710,10,23,30,15,80,1012,20,4544,23,0
711,10,23,30,15,160,1102,24,4579,22,0
712,10,23,30,15,250,1100,24,4584,22,0
713,10,23,30,15,320,1095,25,4576,21,0
714,10,23,60,5,20,1902,67,4947,51,0
715,10,23,60,5,30,2080,70,4965,47,0
716,10,23,60,5,40,2226,77,4972,45,0
717,10,23,60,5,80,2421,94,4968,48,0
718,10,23,60,5,160,2465,103,4945,39,0
719,10,23,60,5,250,2474,98,4940,39,0
720,10,23,60,5,320,2467,105,4938,42,0
721,10,23,60,10,20,716,15,4290,32,0
722,10,23,60,10,30,1023,20,4558,30,0
723,10,23,60,10,40,1324,37,4724,32,0
724,10,23,60,10,80,1680,56,4830,36,0
725,10,23,60,10,160,1742,61,4840,29,0
726,10,23,60,10,250,1754,59,4844,29,0
727,10,23,60,10,320,1750,63,4843,30,0
728,10,23,60,15,20,243,13,2815,16,0
729,10,23,60,15,30,452,10,3761,23,0
730,10,23,60,15,40,740,18,4341,24,0
731,10,23,60,15,80,1158,26,4646,26,0
732,10,23,60,15,160,1223,25,4658,25,0
733,10,23,60,15,250,1222,27,4657,25,0
734,10,23,60,15,320,1223,27,4658,24,0
735,10,23,100,5,20,2008,66,4967,54,0
736,10,23,100,5,30,2170,73,4985,50,0
737,10,23,100,5,40,2317,77,4989,40,0
738,10,23,100,5,80,2502,100,4981,48,0
739,10,23,100,5,160,2531,110,4954,38,0
740,10,23,100,5,250,2531,111,4945,43,0
741,10,23,100,5,320,2535,112,4946,42,0
742,10,23,100,10,20,775,17,4388,34,0
743,10,23,100,10,30,1112,23,4622,33,0
744,10,23,100,10,40,1414,33,4764,36,0
745,10,23,100,10,80,1732,53,4842,39,0
746,10,23,100,10,160,1792,64,4854,31,0
747,10,23,100,10,250,1800,69,4850,30,0
748,10,23,100,10,320,1798,69,4850,33,0
749,10,23,100,15,20,248,13,2974,21,0
750,10,23,100,15,30,471,12,3915,25,0
751,10,23,100,15,40,778,16,4419,26,0
752,10,23,100,15,80,1212,25,4678,27,0
753,10,23,100,15,160,1261,28,4675,23,0
754,10,23,100,15,250,1262,31,4673,25,0
755,10,23,100,15,320,1261,32,4673,28,0
756,10,27,15,5,20,2661,189,5272,109,0
757,10,27,15,5,30,2686,173,5277,105,0
758,10,27,15,5,40,2766,175,5256,105,0
759,10,27,15,5,80,2843,195,5223,105,0
760,10,27,15,5,160,2840,205,5174,105,0
761,10,27,15,5,250,2840,211,5154,98,0
762,10,27,15,5,320,2845,211,5150,97,0
763,10,27,15,10,20,1544,92,4831,58,0
764,10,27,15,10,30,1614,85,4859,55,0
765,10,27,15,10,40,1789,112,4930,61,0
766,10,27,15,10,80,1972,132,4976,66,0
767,10,27,15,10,160,2032,141,4953,58,0
768,10,27,15,10,250,2042,142,4952,58,0
769,10,27,15,10,320,2033,143,4952,56,0
770,10,27,15,15,20,833,43,4335,50,0
771,10,27,15,15,30,911,40,4413,43,0
772,10,27,15,15,40,1122,66,4633,45,0
773,10,27,15,15,80,1385,69,4758,50,0
774,10,27,15,15,160,1439,74,4766,48,0
775,10,27,15,15,250,1445,77,4761,42,0
776,10,27,15,15,320,1436,80,4762,47,0
777,10,27,30,5,20,1248,36,4696,25,0
778,10,27,30,5,30,1308,39,4715,25,0
779,10,27,30,5,40,1526,42,4769,26,0
780,10,27,30,5,80,1805,55,4801,30,0
781,10,27,30,5,160,1891,63,4826,34,0
782,10,27,30,5,250,1892,65,4818,33,0
783,10,27,30,5,320,1890,65,4819,32,0
784,10,27,30,10,20,378,13,3603,23,0
785,10,27,30,10,30,473,17,3807,23,0
786,10,27,30,10,40,747,18,4287,24,0
787,10,27,30,10,80,1148,23,4603,26,0
788,10,27,30,10,160,1267,33,4647,27,0
789,10,27,30,10,250,1271,32,4652,24,0
790,10,27,30,10,320,1275,33,4649,23,0
791,10,27,30,15,20,119,6,1893,16,0
792,10,27,30,15,30,169,5,2256,16,0
793,10,27,30,15,40,333,6,3413,17,0
794,10,27,30,15,80,691,11,4299,18,0
795,10,27,30,15,160,815,14,4421,20,0
796,10,27,30,15,250,822,16,4434,19,0
797,10,27,30,15,320,823,17,4427,19,0
798,10,27,60,5,20,1632,56,4847,35,0
799,10,27,60,5,30,1696,58,4861,33,0
800,10,27,60,5,40,1870,59,4879,34,0
801,10,27,60,5,80,2105,70,4893,34,0
802,10,27,60,5,160,2186,76,4898,33,0
803,10,27,60,5,250,2182,85,4892,27,0
804,10,27,60,5,320,2178,87,4892,27,0
805,10,27,60,10,20,561,20,4071,22,0
806,10,27,60,10,30,672,20,4228,20,0
807,10,27,60,10,40,978,27,4498,27,0
808,10,27,60,10,80,1360,31,4711,31,0
809,10,27,60,10,160,1464,38,4731,28,0
810,10,27,60,10,250,1467,43,4735,26,0
811,10,27,60,10,320,1470,45,4732,25,0
812,10,27,60,15,20,180,9,2439,15,0
813,10,27,60,15,30,230,10,2839,15,0
814,10,27,60,15,40,433,10,3857,18,0
815,10,27,60,15,80,820,18,4462,21,0
816,10,27,60,15,160,944,16,4523,22,0
817,10,27,60,15,250,944,17,4529,23,0
818,10,27,60,15,320,947,19,4527,24,0
819,10,27,100,5,20,1739,57,4882,39,0
820,10,27,100,5,30,1813,56,4893,40,0
821,10,27,100,5,40,1965,59,4902,38,0
822,10,27,100,5,80,2170,76,4909,41,0
823,10,27,100,5,160,2236,80,4909,34,0
824,10,27,100,5,250,2241,88,4900,28,0
825,10,27,100,5,320,2247,80,4905,30,0
826,10,27,100,10,20,607,21,4168,22,0
827,10,27,100,10,30,715,22,4330,25,0
828,10,27,100,10,40,1038,25,4570,23,0
829,10,27,100,10,80,1399,31,4738,29,0
830,10,27,100,10,160,1502,40,4752,31,0
831,10,27,100,10,250,1507,41,4753,21,0
832,10,27,100,10,320,1507,38,4752,20,0
833,10,27,100,15,20,191,8,2634,15,0
834,10,27,100,15,30,251,9,3035,17,0
835,10,27,100,15,40,472,10,3969,17,0
836,10,27,100,15,80,879,15,4496,24,0
837,10,27,100,15,160,980,19,4553,23,0
838,10,27,100,15,250,980,17,4553,22,0
839,10,27,100,15,320,987,19,4557,22,0
840,10,31,15,5,20,2412,162,5185,96,0
841,10,31,15,5,30,2426,163,5182,102,0
842,10,31,15,5,40,2483,182,5170,96,0
843,10,31,15,5,80,2591,186,5167,102,0
844,10,31,15,5,160,2628,195,5139,98,0
845,10,31,15,5,250,2625,195,5116,92,0
846,10,31,15,5,320,2625,194,5109,95,0
847,10,31,15,10,20,1387,64,4766,56,0
848,10,31,15,10,30,1402,76,4775,58,0
849,10,31,15,10,40,1523,85,4828,59,0
850,10,31,15,10,80,1729,106,4896,61,0
851,10,31,15,10,160,1810,116,4888,54,0
852,10,31,15,10,250,1815,111,4878,60,0
853,10,31,15,10,320,1817,118,4876,56,0
854,10,31,15,15,20,736,30,4238,52,0
855,10,31,15,15,30,747,32,4213,57,0
856,10,31,15,15,40,909,39,4425,49,0
857,10,31,15,15,80,1145,42,4644,42,0
858,10,31,15,15,160,1214,50,4678,42,0
859,10,31,15,15,250,1214,48,4669,41,0
860,10,31,15,15,320,1222,52,4670,39,0
861,10,31,30,5,20,1015,27,4589,24,0
862,10,31,30,5,30,1030,26,4591,25,0
863,10,31,30,5,40,1168,30,4644,24,0
864,10,31,30,5,80,1400,30,4708,27,0
865,10,31,30,5,160,1559,41,4716,24,0
866,10,31,30,5,250,1572,43,4718,24,0
867,10,31,30,5,320,1571,45,4714,25,0
868,10,31,30,10,20,284,6,3223,18,0
869,10,31,30,10,30,301,6,3268,18,0
870,10,31,30,10,40,451,9,3796,22,0
871,10,31,30,10,80,803,12,4355,22,0
872,10,31,30,10,160,955,13,4473,20,0
873,10,31,30,10,250,979,17,4480,20,0
874,10,31,30,10,320,977,18,4480,18,0
875,10,31,30,15,20,86,8,1617,15,0
876,10,31,30,15,30,89,7,1639,17,0
877,10,31,30,15,40,178,8,2558,17,0
878,10,31,30,15,80,430,6,3793,18,0
879,10,31,30,15,160,565,8,4174,17,0
880,10,31,30,15,250,596,7,4216,17,0
881,10,31,30,15,320,595,7,4212,16,0
882,10,31,60,5,20,1387,30,4758,24,0
883,10,31,60,5,30,1400,30,4765,24,0
884,10,31,60,5,40,1532,35,4787,25,0
885,10,31,60,5,80,1764,44,4804,28,0
886,10,31,60,5,160,1858,48,4821,27,0
887,10,31,60,5,250,1883,51,4821,20,0
888,10,31,60,5,320,1880,51,4819,19,0
889,10,31,60,10,20,429,10,3766,19,0
890,10,31,60,10,30,442,9,3808,20,0
891,10,31,60,10,40,629,11,4194,21,0
892,10,31,60,10,80,996,15,4533,19,0
893,10,31,60,10,160,1133,18,4607,21,0
894,10,31,60,10,250,1149,17,4609,23,0
895,10,31,60,10,320,1152,18,4609,22,0
896,10,31,60,15,20,137,7,2084,15,0
897,10,31,60,15,30,145,6,2146,15,0
898,10,31,60,15,40,243,7,3118,15,0
899,10,31,60,15,80,557,9,4138,15,0
900,10,31,60,15,160,704,8,4340,17,0
901,10,31,60,15,250,710,8,4343,21,0
902,10,31,60,15,320,712,9,4345,18,0
903,10,31,100,5,20,1488,29,4808,28,0
904,10,31,100,5,30,1499,28,4806,27,0
905,10,31,100,5,40,1625,38,4830,27,0
906,10,31,100,5,80,1851,41,4837,31,0
907,10,31,100,5,160,1932,53,4842,28,0
908,10,31,100,5,250,1952,54,4835,22,0
909,10,31,100,5,320,1953,53,4840,23,0
910,10,31,100,10,20,474,11,3907,21,0
911,10,31,100,10,30,487,10,3940,21,0
912,10,31,100,10,40,698,12,4294,21,0
913,10,31,100,10,80,1063,19,4595,25,0
914,10,31,100,10,160,1183,20,4647,21,0
915,10,31,100,10,250,1195,20,4646,20,0
916,10,31,100,10,320,1193,20,4649,20,0
917,10,31,100,15,20,142,7,2197,15,0
918,10,31,100,15,30,143,7,2254,15,0
919,10,31,100,15,40,253,8,3262,13,0
920,10,31,100,15,80,588,9,4224,16,0
921,10,31,100,15,160,725,11,4395,17,0
922,10,31,100,15,250,736,11,4407,19,0
923,10,31,100,15,320,735,8,4402,15,0
924,14,15,15,5,20,2912,265,5302,567,0
925,14,15,15,5,30,3080,286,5365,548,0
926,14,15,15,5,40,3158,292,5376,536,0
927,14,15,15,5,80,3148,286,5320,480,0
928,14,15,15,5,160,3106,286,5268,414,0
929,14,15,15,5,250,3115,292,5261,392,0
930,14,15,15,5,320,3106,292,5262,391,0
931,14,15,15,10,20,1553,121,4832,198,0
932,14,15,15,10,30,1948,142,5014,198,0
933,14,15,15,10,40,2095,152,5072,191,0
934,14,15,15,10,80,2198,168,5061,183,0
935,14,15,15,10,160,2191,170,5045,161,0
936,14,15,15,10,250,2207,171,5042,149,0
937,14,15,15,10,320,2201,177,5041,150,0
938,14,15,15,15,20,810,53,4263,95,0
939,14,15,15,15,30,1221,69,4681,96,0
940,14,15,15,15,40,1431,76,4809,100,0
941,14,15,15,15,80,1594,105,4856,96,0
942,14,15,15,15,160,1599,108,4845,93,0
943,14,15,15,15,250,1599,115,4839,87,0
944,14,15,15,15,320,1599,114,4845,92,0
945,14,15,30,5,20,1611,63,4616,49,0
946,14,15,30,5,30,2019,74,4881,53,0
947,14,15,30,5,40,2242,90,4950,52,0
948,14,15,30,5,80,2420,108,4958,50,0
949,14,15,30,5,160,2423,122,4947,49,0
950,14,15,30,5,250,2414,120,4947,52,0
951,14,15,30,5,320,2421,122,4947,53,0
952,14,15,30,10,20,517,18,3732,35,0
953,14,15,30,10,30,1067,32,4556,38,0
954,14,15,30,10,40,1418,50,4759,38,0
955,14,15,30,10,80,1691,70,4848,37,0
956,14,15,30,10,160,1722,81,4843,37,0
957,14,15,30,10,250,1724,82,4842,38,0
958,14,15,30,10,320,1723,82,4844,40,0
959,14,15,30,15,20,155,15,2158,28,0
960,14,15,30,15,30,505,14,3914,31,0
961,14,15,30,15,40,856,25,4451,27,0
962,14,15,30,15,80,1188,44,4654,35,0
963,14,15,30,15,160,1202,50,4655,32,0
964,14,15,30,15,250,1188,48,4652,32,0
965,14,15,30,15,320,1195,49,4653,35,0
966,14,15,60,5,20,1960,78,4812,58,0
967,14,15,60,5,30,2299,95,4984,62,0
968,14,15,60,5,40,2465,116,5026,65,0
969,14,15,60,5,80,2590,139,5004,58,0
970,14,15,60,5,160,2600,130,4994,59,0
971,14,15,60,5,250,2595,147,4991,63,0
972,14,15,60,5,320,2599,135,4990,58,0
973,14,15,60,10,20,708,27,4129,42,0
974,14,15,60,10,30,1290,43,4695,42,0
975,14,15,60,10,40,1579,55,4830,46,0
976,14,15,60,10,80,1833,89,4885,48,0
977,14,15,60,10,160,1858,99,4876,38,0
978,14,15,60,10,250,1858,84,4876,44,0
979,14,15,60,10,320,1854,86,4878,44,0
980,14,15,60,15,20,218,14,2676,27,0
981,14,15,60,15,30,623,21,4203,32,0
982,14,15,60,15,40,1004,33,4577,34,0
983,14,15,60,15,80,1288,53,4702,37,0
984,14,15,60,15,160,1294,51,4697,31,0
985,14,15,60,15,250,1294,50,4695,31,0
986,14,15,60,15,320,1291,57,4697,37,0
987,14,15,100,5,20,2058,83,4858,72,0
988,14,15,100,5,30,2366,109,5013,79,0
989,14,15,100,5,40,2524,124,5045,75,0
990,14,15,100,5,80,2646,143,5017,63,0
991,14,15,100,5,160,2649,141,5005,65,0
992,14,15,100,5,250,2645,137,4999,64,0
993,14,15,100,5,320,2635,151,5000,68,0
994,14,15,100,10,20,763,28,4203,38,0
995,14,15,100,10,30,1380,38,4741,47,0
996,14,15,100,10,40,1641,55,4845,48,0
997,14,15,100,10,80,1879,94,4898,49,0
998,14,15,100,10,160,1896,94,4888,44,0
999,14,15,100,10,250,1896,98,4886,42,0
1000,14,15,100,10,320,1896,100,4888,46,0
1001,14,15,100,15,20,255,18,2811,25,0
1002,14,15,100,15,30,691,21,4323,35,0
1003,14,15,100,15,40,1059,33,4619,36,0
1004,14,15,100,15,80,1318,52,4708,39,0
1005,14,15,100,15,160,1333,55,4699,30,0
1006,14,15,100,15,250,1329,54,4700,35,0
1007,14,15,100,15,320,1334,51,4698,32,0
1008,14,19,15,5,20,2536,211,5218,137,0
1009,14,19,15,5,30,2683,220,5244,141,0
1010,14,19,15,5,40,2798,243,5253,133,0
1011,14,19,15,5,80,2855,244,5227,113,0
1012,14,19,15,5,160,2833,240,5166,108,0
1013,14,19,15,5,250,2849,249,5170,114,0
1014,14,19,15,5,320,2835,245,5165,113,0
1015,14,19,15,10,20,1201,86,4683,69,0
1016,14,19,15,10,30,1496,105,4826,73,0
1017,14,19,15,10,40,1713,126,4903,72,0
1018,14,19,15,10,80,1918,142,4957,69,0
1019,14,19,15,10,160,1962,143,4938,69,0
1020,14,19,15,10,250,1961,146,4940,73,0
1021,14,19,15,10,320,1951,146,4940,75,0
1022,14,19,15,15,20,574,43,3904,57,0
1023,14,19,15,15,30,839,45,4386,53,0
1024,14,19,15,15,40,1078,62,4616,54,0
1025,14,19,15,15,80,1305,68,4725,51,0
1026,14,19,15,15,160,1328,65,4716,53,0
1027,14,19,15,15,250,1330,72,4714,52,0
1028,14,19,15,15,320,1333,72,4717,54,0
1029,14,19,30,5,20,1184,40,4586,34,0
1030,14,19,30,5,30,1501,53,4767,37,0
1031,14,19,30,5,40,1773,64,4836,34,0
1032,14,19,30,5,80,2067,76,4884,36,0
1033,14,19,30,5,160,2110,89,4893,36,0
1034,14,19,30,5,250,2110,92,4895,33,0
1035,14,19,30,5,320,2125,94,4896,36,0
1036,14,19,30,10,20,256,14,2981,24,0
1037,14,19,30,10,30,548,17,3999,20,0
1038,14,19,30,10,40,879,27,4437,22,0
1039,14,19,30,10,80,1358,46,4717,27,0
1040,14,19,30,10,160,1400,50,4734,25,0
1041,14,19,30,10,250,1407,50,4726,26,0
1042,14,19,30,10,320,1403,49,4725,27,0
1043,14,19,30,15,20,83,9,1314,22,0
1044,14,19,30,15,30,199,10,2642,17,0
1045,14,19,30,15,40,412,17,3777,21,0
1046,14,19,30,15,80,832,21,4459,22,0
1047,14,19,30,15,160,882,23,4494,20,0
1048,14,19,30,15,250,887,26,4503,20,0
1049,14,19,30,15,320,887,25,4492,20,0
1050,14,19,60,5,20,1529,63,4777,34,0
1051,14,19,60,5,30,1850,74,4883,32,0
1052,14,19,60,5,40,2060,81,4927,35,0
1053,14,19,60,5,80,2278,103,4942,36,0
1054,14,19,60,5,160,2308,97,4935,28,0
1055,14,19,60,5,250,2304,109,4932,32,0
1056,14,19,60,5,320,2305,107,4933,32,0
1057,14,19,60,10,20,383,16,3560,23,0
1058,14,19,60,10,30,735,22,4313,23,0
1059,14,19,60,10,40,1093,35,4633,29,0
1060,14,19,60,10,80,1510,54,4779,31,0
1061,14,19,60,10,160,1559,60,4782,24,0
1062,14,19,60,10,250,1564,58,4779,21,0
1063,14,19,60,10,320,1558,64,4776,27,0
1064,14,19,60,15,20,123,11,1682,20,0
1065,14,19,60,15,30,267,15,3143,17,0
1066,14,19,60,15,40,537,22,4085,25,0
1067,14,19,60,15,80,944,24,4540,20,0
1068,14,19,60,15,160,987,27,4555,19,0
1069,14,19,60,15,250,991,31,4556,19,0
1070,14,19,60,15,320,993,31,4557,20,0
1071,14,19,100,5,20,1635,57,4824,37,0
1072,14,19,100,5,30,1932,67,4906,38,0
1073,14,19,100,5,40,2141,85,4945,37,0
1074,14,19,100,5,80,2353,97,4955,37,0
1075,14,19,100,5,160,2366,119,4941,36,0
1076,14,19,100,5,250,2367,120,4940,31,0
1077,14,19,100,5,320,2368,116,4941,33,0
1078,14,19,100,10,20,411,18,3697,20,0
1079,14,19,100,10,30,799,21,4415,24,0
1080,14,19,100,10,40,1168,37,4669,28,0
1081,14,19,100,10,80,1544,59,4797,32,0
1082,14,19,100,10,160,1584,65,4796,25,0
1083,14,19,100,10,250,1591,71,4795,24,0
1084,14,19,100,10,320,1590,71,4795,25,0
1085,14,19,100,15,20,128,11,1773,22,0
1086,14,19,100,15,30,292,13,3328,23,0
1087,14,19,100,15,40,586,23,4174,23,0
1088,14,19,100,15,80,976,24,4563,21,0
1089,14,19,100,15,160,1021,25,4576,20,0
1090,14,19,100,15,250,1020,31,4573,19,0
1091,14,19,100,15,320,1020,32,4571,19,0
1092,14,23,15,5,20,2316,176,5144,108,0
1093,14,23,15,5,30,2409,185,5155,108,0
1094,14,23,15,5,40,2524,208,5168,104,0
1095,14,23,15,5,80,2656,209,5169,98,0
1096,14,23,15,5,160,2662,209,5129,99,0
1097,14,23,15,5,250,2668,204,5108,104,0
1098,14,23,15,5,320,2660,212,5106,100,0
1099,14,23,15,10,20,1097,61,4579,56,0
1100,14,23,15,10,30,1241,68,4675,54,0
1101,14,23,15,10,40,1433,71,4806,56,0
1102,14,23,15,10,80,1723,108,4902,55,0
1103,14,23,15,10,160,1760,111,4897,59,0
1104,14,23,15,10,250,1750,114,4888,58,0
1105,14,23,15,10,320,1756,113,4883,53,0
1106,14,23,15,15,20,504,28,3716,52,0
1107,14,23,15,15,30,625,32,4010,48,0
1108,14,23,15,15,40,813,39,4358,38,0
1109,14,23,15,15,80,1084,62,4619,46,0
1110,14,23,15,15,160,1117,58,4633,44,0
1111,14,23,15,15,250,1121,59,4627,43,0
1112,14,23,15,15,320,1124,55,4629,40,0
1113,14,23,30,5,20,929,30,4459,34,0
1114,14,23,30,5,30,1063,33,4594,33,0
1115,14,23,30,5,40,1371,38,4723,32,0
1116,14,23,30,5,80,1744,61,4812,31,0
1117,14,23,30,5,160,1850,63,4828,34,0
1118,14,23,30,5,250,1845,65,4819,28,0
1119,14,23,30,5,320,1838,71,4823,31,0
1120,14,23,30,10,20,199,12,2512,26,0
1121,14,23,30,10,30,289,15,3190,27,0
1122,14,23,30,10,40,548,12,3995,26,0
1123,14,23,30,10,80,1033,26,4532,28,0
1124,14,23,30,10,160,1127,33,4593,25,0
1125,14,23,30,10,250,1125,33,4598,24,0
1126,14,23,30,10,320,1126,30,4598,24,0
1127,14,23,30,15,20,47,8,1034,19,0
1128,14,23,30,15,30,84,9,1569,19,0
1129,14,23,30,15,40,207,8,2807,16,0
1130,14,23,30,15,80,572,10,4139,18,0
1131,14,23,30,15,160,646,11,4302,19,0
1132,14,23,30,15,250,652,12,4313,16,0
1133,14,23,30,15,320,653,14,4317,16,0
1134,14,23,60,5,20,1216,36,4704,38,0
1135,14,23,60,5,30,1395,42,4777,37,0
1136,14,23,60,5,40,1658,54,4836,37,0
1137,14,23,60,5,80,1967,67,4891,37,0
1138,14,23,60,5,160,2034,90,4883,31,0
1139,14,23,60,5,250,2043,96,4877,25,0
1140,14,23,60,5,320,2042,88,4878,31,0
1141,14,23,60,10,20,291,20,3130,26,0
1142,14,23,60,10,30,431,22,3717,28,0
